GeneID	I1_plate5_F_5	I1_plate5_F_6	I1_plate5_A_7	I1_plate11_H_10	I1_plate9_H_1	I1_plate10_F_2	I1_plate11_H_6	I1_plate16_B_10	I1_plate17_A_7	I1_plate9_A_3	I1_plate6_E_7	I1_plate16_G_3	I1_plate16_E_7	I1_plate5_G_9	I1_plate16_E_12	I1_plate5_F_3	I1_plate8_D_6	I1_plate17_F_12	I1_plate16_F_4	I1_plate10_B_2	I1_plate6_E_6	I1_plate6_D_12	I1_plate18_H_1	I1_plate15_C_8	I1_plate8_B_7	I1_plate6_C_6	I1_plate7_C_12	I1_plate5_F_10	I1_plate8_G_6	I1_plate19_B_6	I1_plate7_E_3	I1_plate15_G_12	I1_plate19_A_7	I1_plate4_H_9	I1_plate15_E_9	I1_plate19_D_6	I1_plate6_G_11	I1_plate19_E_5	I1_plate18_H_8	I1_plate7_G_9	I1_plate18_G_2	I1_plate4_B_12	I1_plate19_F_10	I1_plate5_G_1	I1_plate15_D_10	I1_plate7_F_5	I1_plate17_H_1	I1_plate3_F_10	I1_plate17_B_4	I1_plate6_A_6	I1_plate7_H_4	I1_plate19_D_1	I1_plate4_F_8	I1_plate16_A_6	I1_plate3_A_10	I1_plate4_G_8	I1_plate4_F_9	I1_plate4_A_1	I1_plate15_B_11	I1_plate3_A_12	I1_plate19_B_12	I1_plate3_F_3	I1_plate8_D_10	I1_plate9_F_6	I1_plate6_E_2	I1_plate9_H_11	I1_plate8_G_1	I1_plate15_B_1	I1_plate17_B_1	I1_plate16_B_2	I1_plate16_C_9	I1_plate6_F_8	I1_plate11_F_1	I1_plate7_B_6	I1_plate19_A_4	I1_plate8_E_11	I1_plate10_B_4	I1_plate10_C_2	I1_plate8_A_2	I1_plate10_F_8	I1_plate3_D_3	I1_plate18_H_6	I1_plate8_B_9	I1_plate18_F_5	I1_plate15_A_12	I1_plate17_E_8	I1_plate3_C_11	I1_plate15_H_5	I1_plate4_B_3	I1_plate18_C_3	I1_plate17_C_7	I1_plate18_D_3	I1_plate15_F_5	I1_plate9_C_6	I1_plate16_C_6	I1_plate15_G_8	I1_plate9_B_2	I1_plate11_A_2	I1_plate17_A_9	I1_plate17_A_4
DOCK8 (ENSG00000107099)	31	0	0	0	0	60	8	25	88	0	26	0	45	0	16	2	0	0	0	105	0	1	1	108	78	0	0	0	0	153	222	0	125	31	10	0	83	0	1	40	6	0	82	8	0	158	3	125	0	42	0	92	0	1	101	0	19	48	1	0	4	27	0	0	148	0	20	0	51	0	74	0	0	0	0	7	11	206	2	38	0	0	0	34	1	0	86	50	6	58	0	33	29	23	156	8	11	0	30	0
KANK1 (ENSG00000107104)	0	121	0	0	0	0	0	0	0	1	0	0	0	0	43	1	0	0	0	1	0	0	1	38	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	2	116	134	0	6	0	0	0	0	0	0	33	169	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	99	0	0	0	0	26	0	0	29	0	0	0	61	0	0	0	0	0	13	0	0	55	0	0	0	0	73	0	0	0	0
TESK1 (ENSG00000107140)	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	21	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
FUBP3 (ENSG00000107164)	0	59	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	3	0	9	17	0	0	136	0	0	0	0	0	59	47	0	0	0	0	0	0	0	0	61	8	0	0	72	101	0	0	0	0	0	0	0	0	17	0	0	10	0	42	0	0	0	67	0	3	23	42	0	0	0	0	94	0	0	0	0	70
CREB3 (ENSG00000107175)	0	0	0	0	46	0	0	242	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	121	0	0	0	0	0	44	0	1	0	0	106	0	143	1	15	0	179	110	0	112	0	77	0	0	0	22	0	0	0	88	31	0	0	103	62	0	0	0	0	96	0	1	0	0	25	92	0	0	0	0	0	51	0	0	0	0	0	0	0	53	0	0	0	0	0	0	1	0	0	0	0
RGP1 (ENSG00000107185)	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	196	0	0	0	0	7	61	0	30	0	0	0	0	0	0	0	12	0	0	0	0	32	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	5	0	0	0	0	91	0	0	0	0	0	0	0	0	0	7	0
MPDZ (ENSG00000107186)	0	0	0	0	47	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	158	2	0	18	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	79	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	115	0	0
DDX58 (ENSG00000107201)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	355	0	0	0	102	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	18	0	9	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	34	0	0	0	0	0	0	29	0	0	9	0	56	0	0	77	0	0	0	0	16	0	9	19	0	0	0	41	0	0	0	0	0	0
EDF1 (ENSG00000107223)	0	116	32	109	37	28	83	110	80	34	153	83	117	103	76	76	178	183	0	88	407	0	106	23	644	205	0	99	154	187	0	207	174	61	0	3	116	0	0	352	69	28	1	83	240	160	119	432	120	61	218	75	114	0	162	46	69	134	267	27	104	103	284	90	290	39	199	45	67	64	49	109	191	3	0	27	96	14	53	106	57	88	127	125	62	105	157	363	271	136	118	44	10	2	1	41	133	145	95	39
PIP5K1B (ENSG00000107242)	0	41	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0	0	1	0	0	0	192	108	0	0	0	11	0	0	0	6	0	15	0	0	0	0	0	0	0	0	0	1	0	0	29	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	10	137	0	0	0	0	0	0	0	64	61	0	0	50	0	0	0	0	0	130	0
BAG1 (ENSG00000107262)	211	1	145	30	27	372	0	0	79	278	1	0	0	0	0	130	0	0	0	0	136	117	192	0	0	0	0	0	0	146	126	0	60	68	108	0	0	0	136	78	141	299	90	40	167	149	5	73	0	0	0	35	114	0	77	0	122	58	0	0	88	85	77	165	28	48	214	0	0	0	0	0	90	175	0	0	320	98	167	152	93	143	13	113	64	2	27	218	183	231	0	0	2	48	91	0	43	0	176	134
RAPGEF1 (ENSG00000107263)	0	0	119	0	0	102	0	1	0	0	0	0	0	0	0	36	0	0	0	0	94	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	84	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	23	0	95	0	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	0	0	0	202	0	0	0	29	0	0	0	0	0	0	0	0	0	10	0	0	0
NPDC1 (ENSG00000107281)	0	0	55	0	0	0	0	9	108	0	2	125	300	101	0	0	0	123	0	22	66	0	0	180	0	0	0	0	158	114	113	238	30	0	0	0	61	0	0	0	0	248	44	0	0	15	10	315	0	1	0	0	0	239	0	0	0	0	0	23	0	0	85	0	276	0	466	70	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	19	0	42	60	0	0	124	0	0	2	0	0	105	0	0	233	0
SETX (ENSG00000107290)	0	0	87	0	30	426	0	0	55	0	0	0	0	13	20	2	2	23	0	0	16	1	2	68	2	1	18	0	0	126	1	157	42	23	0	0	55	0	0	1	12	270	65	7	33	0	2	1	0	6	4	65	93	0	2	0	6	106	0	3	8	37	141	0	0	30	59	179	0	0	0	0	0	85	152	12	182	579	169	17	0	0	32	142	85	0	32	0	32	1	103	9	0	77	90	0	0	0	0	0
ABCA2 (ENSG00000107331)	0	0	0	0	0	0	3	0	0	0	20	0	0	0	0	0	0	46	0	1	1	20	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	1	0	0	0	0	1	0	4	0	0	0	0	11	0	0	0	0	40	0	0	0	0	17	0	4	0	0	0	0	58	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	35	0	15	0	0	0
SHB (ENSG00000107338)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2R2 (ENSG00000107341)	0	42	0	0	0	4	2	0	0	0	8	0	0	0	22	0	0	135	0	43	0	0	1	0	0	0	404	0	0	0	55	0	30	51	0	0	0	0	97	0	0	0	0	8	0	0	1	0	148	119	10	0	132	0	0	12	32	9	64	1	0	0	0	25	23	0	0	15	162	0	1	0	0	0	0	18	104	95	23	0	0	6	40	0	0	0	0	77	58	0	0	0	0	0	0	0	41	0	0	0
ABHD17B (ENSG00000107362)	24	0	80	5	61	0	0	119	0	0	41	152	0	0	0	0	0	199	174	0	0	49	0	0	446	0	0	0	44	0	0	97	93	0	0	30	1	0	0	0	0	63	75	22	0	0	0	0	0	1	103	0	1	105	0	0	0	0	0	0	123	14	75	60	0	0	274	0	0	0	0	13	0	0	0	0	92	0	0	64	0	0	0	0	0	39	0	0	75	47	0	0	122	0	0	0	0	0	1	0
EXOSC3 (ENSG00000107371)	0	0	0	85	0	308	0	3	0	0	23	0	21	35	0	1	0	139	0	0	0	43	2	0	0	23	0	0	0	0	152	0	34	18	0	0	145	0	0	0	39	0	76	18	131	0	0	0	2	0	0	0	0	109	83	0	0	1	0	0	0	0	94	117	0	0	0	48	0	0	41	0	0	0	0	0	225	16	0	0	60	0	0	0	0	0	0	0	76	87	0	0	126	0	0	46	0	319	98	0
ZFAND5 (ENSG00000107372)	363	98	45	0	132	0	22	323	0	0	51	0	206	58	0	0	171	0	0	0	0	43	146	0	0	41	0	0	0	1	70	209	234	57	1	0	0	0	0	2	0	0	23	3	201	0	134	61	0	39	0	0	34	26	181	0	50	9	1	42	85	10	64	347	1	44	140	105	0	150	0	0	0	14	72	3	0	0	32	254	20	11	126	0	86	21	128	0	24	187	0	1	0	118	166	0	0	0	0	215
DVL1 (ENSG00000107404)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	46	0	0	0	0	0	0	0	0	0	0	0
PDLIM1 (ENSG00000107438)	0	0	0	65	0	73	0	190	0	0	0	0	0	270	0	90	10	0	0	0	0	83	152	0	0	0	0	0	58	203	144	0	0	0	1	0	80	111	107	39	208	1	59	0	348	2	0	58	168	0	526	0	504	0	51	36	0	218	57	0	0	1	307	106	0	27	0	0	240	0	0	0	0	0	0	0	146	1	0	312	0	0	0	0	0	38	0	0	101	0	0	0	0	0	0	0	0	149	0	0
CCNJ (ENSG00000107443)	4	0	0	0	14	0	0	0	34	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	68	11	0	0	0	0	0	0	7	1	116	0	0	0	0	0	0	0	15	0	0	2	0	7	0	0	0	0	0	20	0	0	0	1	12	3	4	67	0	0	0	0	5	0	0	0	0	7	0	0	0	9	0	13	6	0	0	0	0	15	7	0	0	0	0	0	0	0	0	0	0
DNTT (ENSG00000107447)	1003	0	2658	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	335	2	2167	3990	0	1220	1960	0	0	0	0	107	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1733	2	0	0	0	1	399	0	0	23	0	0	0	0	0	0	729	0	0	0	0	0	0
GATA3 (ENSG00000107485)	0	0	0	0	0	0	0	34	76	0	0	0	0	0	0	0	0	95	0	0	0	1	4	0	0	0	0	0	0	164	0	0	0	0	0	0	0	54	210	0	0	0	116	0	0	0	0	0	42	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	172	0	0	0	0	0	0	0
HPS1 (ENSG00000107521)	232	221	0	25	7	30	39	0	15	0	0	38	465	16	30	162	30	187	1	52	82	79	241	0	0	159	351	1	0	51	247	263	126	38	159	56	26	158	247	298	152	1	0	38	2	366	5	39	208	0	117	3	69	525	187	9	40	255	99	1	0	70	1	68	263	61	1	93	0	0	146	1	0	209	0	0	40	20	0	100	378	219	92	228	369	99	255	110	259	0	158	0	137	0	182	282	64	0	2	354
PHYH (ENSG00000107537)	0	0	0	0	33	0	18	0	50	0	0	0	0	17	30	0	0	0	20	240	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	59	73	0	0	123	0	9	0	88	2	0	0	0	29	16	5	0	48	0	0	38	1	0	0	0	40	8	1	22	0	0	0	56	0	0	0	102	0	0	167	0	0	0	0	0	12	82	0	0	0	0	47	0	0	0	94	67	0	0	0	0	0	0
RASSF4 (ENSG00000107551)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	57	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNMBP (ENSG00000107554)	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	48	3	0	0	0	0	0	0	0	0	0	0	85	0
RAB11FIP2 (ENSG00000107560)	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	341	2	0	0	0	34	0	0	32	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	69	0	0	0	53	0	47	0	71	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	111	0	0
ERLIN1 (ENSG00000107566)	0	36	11	7	4	0	0	0	0	0	72	0	0	6	0	20	4	251	0	235	78	107	1	0	0	3	0	0	170	30	95	36	102	52	4	0	32	232	89	165	0	0	156	10	255	91	78	143	330	1	53	0	0	169	1	0	7	14	161	3	104	13	0	21	89	0	31	90	0	0	1	57	5	1	156	0	172	332	32	0	157	0	0	16	89	1	34	0	327	26	0	0	0	0	0	31	118	11	115	40
EIF3A (ENSG00000107581)	129	185	87	91	42	503	150	143	73	0	73	0	239	35	0	3	23	0	0	143	125	112	47	0	0	133	0	184	116	1	217	85	400	214	101	0	0	191	202	80	0	0	48	69	0	96	2	0	171	99	173	164	34	0	12	19	114	159	227	53	4	0	197	397	83	94	56	89	102	14	14	0	295	16	0	16	652	1	34	282	249	58	31	245	95	12	413	1	471	256	0	53	0	46	0	120	143	281	1	105
TRDMT1 (ENSG00000107614)	15	0	17	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	91	13	18	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	12	0	14	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	22	7	12	0	0	0	0	0	0	0	0	8	0	0	0	10	0	0
DDX50 (ENSG00000107625)	0	0	18	0	0	0	0	0	27	47	22	0	109	22	0	149	15	53	0	31	0	28	0	128	55	15	0	41	0	72	66	102	31	32	0	19	0	0	18	0	0	77	0	31	23	0	22	39	1	85	4	0	50	92	67	8	22	65	0	4	22	13	175	20	1	2	0	0	0	114	0	0	35	99	0	0	0	173	0	73	156	0	46	0	15	0	63	67	69	24	47	10	286	16	0	0	0	0	1	14
MAPK8 (ENSG00000107643)	0	0	18	0	0	0	0	0	0	0	16	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	3	0	16	0	55	0	0	0	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	26	0	0	0	1	0	49	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	4	0	0	9	0	0	0	3	14	0	1	31
SEC23IP (ENSG00000107651)	0	0	6	0	0	25	175	0	0	13	14	0	82	0	0	0	0	0	0	13	0	81	1	229	3	0	282	2	66	0	21	226	377	0	0	12	0	0	0	0	102	119	0	28	200	0	2	0	0	4	0	0	37	0	0	33	42	45	94	30	98	0	0	0	29	15	0	0	134	3	65	0	171	0	0	0	167	10	0	0	0	0	0	0	0	32	0	6	75	2	0	2	0	52	0	0	0	0	27	0
ATE1 (ENSG00000107669)	0	0	1	20	50	0	0	0	0	1	0	0	0	12	0	0	103	0	96	0	0	0	0	0	0	36	0	0	40	0	0	326	0	26	2	115	37	55	1	47	0	0	0	7	0	133	0	16	0	0	105	0	0	0	0	0	20	70	0	0	121	0	0	65	2	20	0	0	0	0	0	0	0	43	0	0	58	0	7	139	1	0	26	0	0	0	0	0	0	0	0	0	0	37	0	0	28	0	0	0
NSMCE4A (ENSG00000107672)	149	1	267	0	0	328	0	0	0	100	1	0	88	129	178	10	86	0	0	82	0	0	0	264	0	77	1	0	0	60	117	0	0	0	1	180	52	0	57	39	180	0	0	80	0	136	2	163	197	0	44	84	148	22	1	0	42	0	65	83	0	2	116	491	0	41	154	0	0	0	97	113	124	0	0	0	109	1	0	0	0	66	0	103	0	58	134	1	198	0	0	6	310	36	0	0	0	147	52	1
PLEKHA1 (ENSG00000107679)	0	0	0	0	0	0	0	0	38	0	6	0	0	2	0	0	28	120	0	0	0	0	2	0	0	0	0	0	0	116	0	0	0	0	3	75	26	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
PALD1 (ENSG00000107719)	0	0	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	54	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	34	0	0	0
CDH23 (ENSG00000107736)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10orf54 (ENSG00000107738)	13	518	270	166	0	16	0	0	108	0	0	0	0	0	106	0	67	188	121	0	0	380	502	871	4	85	1339	162	409	1	271	348	7	0	0	184	10	0	372	145	148	0	101	0	433	0	231	249	292	63	0	178	158	350	201	116	20	1	0	4	186	0	128	0	0	0	0	206	70	0	0	0	0	258	109	13	0	28	0	197	2	2	1	104	0	40	69	341	0	4	136	2	207	28	0	0	1	20	106	179
SPOCK2 (ENSG00000107742)	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	2	268	0	71	416	0	0	0	0	0	0	0	0	0	43	13	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	119	0	0	1	0	1	0	0	0	51	0	0	0	0	0	0
MICU1 (ENSG00000107745)	74	143	0	19	9	44	0	0	0	0	0	0	0	4	130	1	36	0	160	0	0	113	0	0	466	70	0	0	84	0	0	0	15	0	40	0	9	0	0	92	129	0	0	0	374	0	0	6	0	7	0	0	321	60	54	0	50	2	0	0	0	1	0	321	49	16	0	0	3	0	0	33	0	0	48	12	223	0	1	6	34	237	91	0	0	0	39	0	128	0	74	63	0	1	0	0	0	171	0	0
PPP3CB (ENSG00000107758)	0	0	17	0	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	15	25	0	0	0	13	0	0	0	21	0	0	0	0	3	14	0	0	19	0	1	0	7	0	3	37	0	22	0	7	0	29	5	37	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	3	17	0	0	0	0	0	0	0	1	0	2	0	0	0	10	0	0
CCSER2 (ENSG00000107771)	0	0	131	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	2	0	25	0	0	0	0	0	0	38	0	0	93	46	0	0	112	2	0	0	0	10	2	0	0	28	0	0	2	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0
MINPP1 (ENSG00000107789)	0	46	3	0	0	0	0	0	1	0	0	0	0	161	89	0	0	168	0	0	0	0	2	0	1	33	0	0	0	0	0	0	73	0	0	82	0	0	0	57	1	88	0	61	413	0	2	112	0	0	310	0	492	0	2	0	0	53	0	0	0	1	143	566	1	50	1	0	143	0	74	0	0	0	0	0	360	0	0	781	164	52	0	0	82	0	0	52	243	0	0	0	0	0	0	93	0	0	0	0
ACTA2 (ENSG00000107796)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	110	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIPA (ENSG00000107798)	0	0	41	15	9	9	0	189	11	115	0	140	0	32	52	0	77	0	338	166	4	0	5	101	0	29	0	3	0	302	14	0	81	0	364	197	0	40	1	62	2	97	143	16	143	0	2	210	0	0	36	70	0	0	0	102	0	20	0	0	56	0	155	119	9	0	0	89	0	186	185	0	0	0	0	4	0	0	0	0	0	0	0	75	0	38	0	65	163	0	172	61	0	0	17	122	0	310	2	0
C10orf2 (ENSG00000107815)	0	21	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	0	189	115	79	0	0	0	0	0	0	4	0	0	0	0	0	47	0	0	0	0	0	0	21	0	0	0	0	0	0	51	70	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	98	1	0	0	0	0	0	0	9	0	0	0	0	62	66	0	0	0	0	0	0	0	0	0	0	0
LZTS2 (ENSG00000107816)	0	0	0	0	33	0	64	0	0	77	0	0	0	0	0	142	14	0	222	0	0	0	279	206	0	53	0	0	330	83	0	0	0	46	0	1	0	0	0	120	0	0	0	0	357	0	4	26	0	0	156	0	180	0	0	0	0	2	0	0	118	11	26	115	0	0	286	179	0	152	0	0	0	0	46	4	0	0	0	0	0	0	0	24	1	0	82	1	0	2	0	0	0	0	15	229	7	0	0	39
SFXN3 (ENSG00000107819)	0	0	0	0	0	64	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	39	0	54	0	129	0	298	0	61	2	0	0	0	1	0	0	149	1	0	117	0	2	79	231	0	0	0	0	0	0	0	1	0	0	0	111	0	0	100	0	0	1	0	0	30	0	14	0	0	6	0	0	0	0	0	0	0	0	0	0	39	0	0	0	5	0	0	255	0	0	1	0	0	0	91
FBXW4 (ENSG00000107829)	0	1	0	0	0	0	0	0	63	0	0	0	0	0	4	0	4	253	0	19	0	55	0	0	0	0	0	0	35	1	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	9	0	42	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NPM3 (ENSG00000107833)	0	0	0	0	33	0	0	0	0	0	1	0	0	28	0	0	0	0	0	0	180	0	0	0	0	7	0	0	0	0	90	0	0	29	0	110	0	116	0	38	0	0	0	0	0	0	1	62	0	0	28	0	0	0	0	0	31	0	3	1	0	0	58	0	0	0	47	0	0	0	1	0	0	0	54	0	28	0	0	0	0	0	0	200	0	10	0	0	10	56	0	0	0	0	0	0	0	0	0	0
TNKS2 (ENSG00000107854)	168	0	0	0	0	158	0	0	75	0	0	0	0	0	0	0	0	0	0	521	0	40	37	38	759	0	0	0	1	209	3	0	61	0	0	0	0	26	0	122	0	1	0	13	215	147	1	0	0	56	0	0	1	0	0	77	98	0	0	6	95	132	0	80	0	37	1	182	22	0	1	0	0	0	0	0	0	461	17	0	0	0	286	0	1	0	141	64	61	254	0	0	0	0	0	0	0	0	0	0
GBF1 (ENSG00000107862)	0	0	0	0	0	0	32	0	0	0	0	0	177	0	0	0	0	0	0	0	23	0	2	0	0	0	0	0	0	0	66	0	0	13	162	0	0	0	0	0	0	0	0	5	0	87	2	0	145	0	0	0	0	0	7	0	25	57	0	0	0	88	0	88	109	0	1	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	32	85	0	0	111	0	41	0	0	0	0	0	0	0	96	9	0	0
ARHGAP21 (ENSG00000107863)	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	30	0	0	0	0	0	0	0	0	0	0	50	88	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0
CPEB3 (ENSG00000107864)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL15 (ENSG00000107872)	0	111	79	0	26	0	0	560	1	50	97	0	169	69	0	0	13	0	109	1	0	144	21	0	1	0	0	0	0	141	42	0	0	0	0	0	84	0	237	3	0	113	38	21	0	1	135	46	0	0	19	0	31	102	0	0	54	0	0	3	1	1	0	0	0	0	0	0	0	0	0	16	117	0	0	106	0	57	1	0	40	115	0	84	102	0	69	101	139	0	0	83	0	21	234	0	81	21	2	98
