Year	Month	DayofMonth	DayOfWeek	DepTime	ArrTime	UniqueCarrier	FlightNum	TailNum	ActualElapsedTime	AirTime	ArrDelay	DepDelay	Origin	Dest	Distance	TaxiIn	TaxiOut	Cancelled	CancellationCode	Diverted
2011	4	15	5	707	804	AA	2237	N542AA	57	43	-21	-8	IAH	DFW	224	3	11	0		0
2011	4	16	6	713	810	AA	2237	N4WYAA	57	43	-15	-2	IAH	DFW	224	5	9	0		0
2011	4	17	7	710	807	AA	2237	N477AA	57	44	-18	-5	IAH	DFW	224	4	9	0		0
2011	4	18	1	710	828	AA	2237	N498AA	78	52	3	-5	IAH	DFW	224	14	12	0		0
2011	4	19	2	709	823	AA	2237	N590AA	74	50	-2	-6	IAH	DFW	224	15	9	0		0
2011	4	20	3	NA	NA	AA	2237	N271AA	NA	NA	NA	NA	IAH	DFW	224	NA	NA	1	B	0
2011	4	21	4	717	824	AA	2237	N498AA	67	49	-1	2	IAH	DFW	224	5	13	0		0
2011	4	22	5	707	839	AA	2237	N503AA	92	54	14	-8	IAH	DFW	224	20	18	0		0
2011	4	23	6	705	806	AA	2237	N517AA	61	48	-19	-10	IAH	DFW	224	3	10	0		0
2011	4	24	7	NA	NA	AA	2237	N462AA	NA	NA	NA	NA	IAH	DFW	224	NA	NA	1	B	0
2011	4	25	1	714	845	AA	2237	N517AA	91	59	20	-1	IAH	DFW	224	7	25	0		0
2011	4	26	2	713	813	AA	2237	N574AA	60	44	-12	-2	IAH	DFW	224	7	9	0		0
2011	4	27	3	709	812	AA	2237	N492AA	63	43	-13	-6	IAH	DFW	224	10	10	0		0
2011	4	28	4	710	805	AA	2237	N497AA	55	41	-20	-5	IAH	DFW	224	5	9	0		0
2011	4	29	5	711	812	AA	2237	N4XWAA	61	48	-13	-4	IAH	DFW	224	5	8	0		0
2011	4	30	6	707	820	AA	2237	N518AA	73	48	-5	-8	IAH	DFW	224	15	10	0		0
2011	4	1	5	1820	2134	AS	731	N626AS	314	292	24	-10	IAH	SEA	1874	4	18	0		0
2011	4	2	6	1826	2057	AS	731	N626AS	271	255	-13	-4	IAH	SEA	1874	6	10	0		0
2011	4	3	7	1824	2114	AS	731	N623AS	290	267	4	-6	IAH	SEA	1874	7	16	0		0
2011	4	4	1	1828	2141	AS	731	N623AS	313	285	31	-2	IAH	SEA	1874	7	21	0		0
2011	4	5	2	1821	2101	AS	731	N623AS	280	263	-9	-9	IAH	SEA	1874	6	11	0		0
2011	4	6	3	1825	2112	AS	731	N532AS	287	263	2	-5	IAH	SEA	1874	9	15	0		0
2011	4	7	4	1817	2048	AS	731	N622AS	271	239	-22	-13	IAH	SEA	1874	5	27	0		0
2011	4	8	5	2012	2240	AS	731	N583AS	268	238	90	102	IAH	SEA	1874	7	23	0		0
2011	4	9	6	1826	2039	AS	731	N320AS	253	237	-31	-4	IAH	SEA	1874	4	12	0		0
2011	4	10	7	1832	2113	AS	731	N525AS	281	258	3	2	IAH	SEA	1874	9	14	0		0
2011	4	11	1	1823	2116	AS	731	N583AS	293	263	10	-7	IAH	SEA	1874	9	21	0		0
2011	4	12	2	1841	2116	AS	731	N589AS	275	257	10	11	IAH	SEA	1874	8	10	0		0
2011	4	13	3	1828	2100	AS	731	N577AS	272	252	-6	-2	IAH	SEA	1874	4	16	0		0
2011	4	14	4	1826	2159	AS	731	N562AS	333	310	53	-4	IAH	SEA	1874	2	21	0		0
2011	4	15	5	1823	2136	AS	731	N584AS	313	288	30	-7	IAH	SEA	1874	6	19	0		0
2011	4	16	6	1824	2119	AS	731	N587AS	295	274	13	-6	IAH	SEA	1874	6	15	0		0
2011	4	17	7	1818	2115	AS	731	N534AS	297	275	9	-12	IAH	SEA	1874	7	15	0		0
2011	4	18	1	1824	2109	AS	731	N588AS	285	258	3	-6	IAH	SEA	1874	6	21	0		0
2011	4	19	2	1936	2238	AS	731	N596AS	302	278	92	66	IAH	SEA	1874	5	19	0		0
2011	4	20	3	1840	2121	AS	731	N556AS	281	258	15	10	IAH	SEA	1874	8	15	0		0
2011	4	21	4	1826	2055	AS	731	N534AS	269	248	-11	-4	IAH	SEA	1874	8	13	0		0
2011	4	22	5	1839	2110	AS	731	N596AS	271	253	4	9	IAH	SEA	1874	8	10	0		0
2011	4	23	6	1822	2106	AS	731	N535AS	284	259	0	-8	IAH	SEA	1874	4	21	0		0
2011	4	24	7	1823	2126	AS	731	N532AS	303	260	20	-7	IAH	SEA	1874	4	39	0		0
2011	4	25	1	1825	2151	AS	731	N534AS	326	270	45	-5	IAH	SEA	1874	5	51	0		0
2011	4	26	2	1820	2207	AS	731	N594AS	347	284	61	-10	IAH	SEA	1874	4	59	0		0
2011	4	27	3	1824	2143	AS	731	N592AS	319	286	37	-6	IAH	SEA	1874	6	27	0		0
2011	4	28	4	1828	2109	AS	731	N531AS	281	262	3	-2	IAH	SEA	1874	5	14	0		0
2011	4	29	5	1819	2110	AS	731	N559AS	291	264	4	-11	IAH	SEA	1874	4	23	0		0
2011	4	30	6	1829	2100	AS	731	N579AS	271	252	-6	-1	IAH	SEA	1874	5	14	0		0
2011	4	1	5	734	1146	B6	620	N236JB	192	170	25	34	HOU	JFK	1428	10	12	0		0
2011	4	1	5	1615	2048	B6	624	N296JB	213	188	42	40	HOU	JFK	1428	7	18	0		0
2011	4	2	6	658	1109	B6	620	N187JB	191	175	-12	-2	HOU	JFK	1428	6	10	0		0
2011	4	3	7	655	1122	B6	620	N229JB	207	184	1	-5	HOU	JFK	1428	9	14	0		0
2011	4	3	7	1530	2005	B6	624	N317JB	215	198	-1	-5	HOU	JFK	1428	6	11	0		0
2011	4	4	1	659	1111	B6	620	N317JB	192	178	-10	-1	HOU	JFK	1428	5	9	0		0
2011	4	4	1	1537	2037	B6	624	N317JB	240	207	31	2	HOU	JFK	1428	11	22	0		0
2011	4	5	2	656	1130	B6	620	N197JB	214	198	9	-4	HOU	JFK	1428	5	11	0		0
2011	4	5	2	1533	1954	B6	624	N198JB	201	179	-7	2	HOU	JFK	1428	5	17	0		0
2011	4	6	3	655	1111	B6	620	N323JB	196	181	-10	-5	HOU	JFK	1428	4	11	0		0
2011	4	6	3	1556	2043	B6	624	N238JB	227	185	42	25	HOU	JFK	1428	7	35	0		0
2011	4	7	4	656	1111	B6	620	N324JB	195	179	-10	-4	HOU	JFK	1428	5	11	0		0
2011	4	7	4	1519	1946	B6	624	N206JB	207	191	-15	-12	HOU	JFK	1428	5	11	0		0
2011	4	8	5	652	1112	B6	620	N203JB	200	179	-9	-8	HOU	JFK	1428	5	16	0		0
2011	4	8	5	1526	1937	B6	624	N316JB	191	177	-24	-5	HOU	JFK	1428	5	9	0		0
2011	4	9	6	656	1125	B6	620	N274JB	209	186	4	-4	HOU	JFK	1428	5	18	0		0
2011	4	10	7	704	1127	B6	620	N317JB	203	187	6	4	HOU	JFK	1428	6	10	0		0
2011	4	10	7	1529	2004	B6	624	N239JB	215	194	3	-2	HOU	JFK	1428	6	15	0		0
2011	4	11	1	657	1124	B6	620	N304JB	207	182	3	-3	HOU	JFK	1428	5	20	0		0
2011	4	11	1	1552	2050	B6	624	N318JB	238	210	49	21	HOU	JFK	1428	6	22	0		0
2011	4	12	2	654	1118	B6	620	N318JB	204	173	-3	-6	HOU	JFK	1428	7	24	0		0
2011	4	12	2	1531	2020	B6	624	N183JB	229	198	19	0	HOU	JFK	1428	20	11	0		0
2011	4	13	3	656	1106	B6	620	N266JB	190	178	-15	-4	HOU	JFK	1428	4	8	0		0
2011	4	13	3	1624	2151	B6	624	N298JB	267	188	110	53	HOU	JFK	1428	9	70	0		0
2011	4	14	4	652	1101	B6	620	N247JB	189	176	-20	-8	HOU	JFK	1428	5	8	0		0
2011	4	14	4	1524	1954	B6	624	N247JB	210	191	-7	-7	HOU	JFK	1428	8	11	0		0
2011	4	15	5	657	1117	B6	620	N294JB	200	182	-4	-3	HOU	JFK	1428	5	13	0		0
2011	4	15	5	1529	2004	B6	624	N265JB	215	193	3	-2	HOU	JFK	1428	9	13	0		0
2011	4	16	6	813	1237	B6	620	N183JB	204	184	76	73	HOU	JFK	1428	10	10	0		0
2011	4	17	7	703	1108	B6	620	N279JB	185	169	-13	3	HOU	JFK	1428	3	13	0		0
2011	4	17	7	NA	NA	B6	624	N306JB	NA	NA	NA	NA	HOU	JFK	1428	NA	NA	1	A	0
2011	4	18	1	657	1109	B6	620	N309JB	192	177	-12	-3	HOU	JFK	1428	5	10	0		0
2011	4	18	1	1531	2020	B6	624	N216JB	229	216	19	0	HOU	JFK	1428	5	8	0		0
2011	4	19	2	701	1115	B6	620	N216JB	194	182	-6	1	HOU	JFK	1428	4	8	0		0
2011	4	19	2	1541	2024	B6	624	N316JB	223	195	23	10	HOU	JFK	1428	4	24	0		0
2011	4	20	3	849	1306	B6	620	N183JB	197	186	105	109	HOU	JFK	1428	3	8	0		0
2011	4	20	3	NA	NA	B6	624	N216JB	NA	NA	NA	NA	HOU	JFK	1428	NA	NA	1	A	0
2011	4	21	4	654	1120	B6	620	N192JB	206	192	-1	-6	HOU	JFK	1428	4	10	0		0
2011	4	21	4	1527	2023	B6	624	N187JB	236	196	22	-4	HOU	JFK	1428	5	35	0		0
2011	4	22	5	656	1111	B6	620	N187JB	195	183	-10	-4	HOU	JFK	1428	5	7	0		0
2011	4	22	5	1526	1952	B6	624	N216JB	206	184	-9	-5	HOU	JFK	1428	9	13	0		0
2011	4	23	6	655	1120	B6	620	N216JB	205	192	-1	-5	HOU	JFK	1428	6	7	0		0
2011	4	24	7	701	1123	B6	620	N178JB	202	185	2	1	HOU	JFK	1428	2	15	0		0
2011	4	24	7	1529	153	B6	624	N273JB	NA	NA	NA	-2	HOU	JFK	1428	10	6	0		1
2011	4	25	1	653	1115	B6	620	N179JB	202	184	-6	-7	HOU	JFK	1428	5	13	0		0
2011	4	25	1	1526	2008	B6	624	N316JB	222	184	7	-5	HOU	JFK	1428	7	31	0		0
2011	4	26	2	656	1122	B6	620	N316JB	206	192	1	-4	HOU	JFK	1428	5	9	0		0
2011	4	26	2	1618	2104	B6	624	N323JB	226	203	63	47	HOU	JFK	1428	12	11	0		0
2011	4	27	3	657	1123	B6	620	N323JB	206	184	2	-3	HOU	JFK	1428	9	13	0		0
2011	4	27	3	1529	2124	B6	624	N283JB	295	258	83	-2	HOU	JFK	1428	15	22	0		0
2011	4	28	4	659	1726	B6	620	N229JB	NA	NA	NA	-1	HOU	JFK	1428	8	13	0		1
2011	4	28	4	NA	NA	B6	624	N228JB	NA	NA	NA	NA	HOU	JFK	1428	NA	NA	1	B	0
2011	4	29	5	658	1105	B6	620	N203JB	187	169	-16	-2	HOU	JFK	1428	6	12	0		0
2011	4	29	5	1529	1943	B6	624	N228JB	194	184	-18	-2	HOU	JFK	1428	4	6	0		0
2011	4	30	6	654	1128	B6	620	N190JB	214	187	7	-6	HOU	JFK	1428	6	21	0		0
2011	4	30	6	936	1247	CO	1	N76065	491	472	-8	1	IAH	HNL	3904	5	14	0		0
2011	4	30	6	1545	1637	CO	6	N39416	52	35	3	10	IAH	SAT	191	3	14	0		0
2011	4	30	6	1912	2043	CO	47	N75853	211	189	1	2	IAH	LAX	1379	8	14	0		0
2011	4	30	6	743	920	CO	52	N14120	217	193	6	-2	IAH	LAX	1379	8	16	0		0
2011	4	30	6	1746	1912	CO	59	N27421	146	120	3	6	IAH	DEN	862	8	18	0		0
2011	4	30	6	1200	1621	CO	60	N68160	201	179	-14	0	IAH	EWR	1400	10	12	0		0
2011	4	30	6	1440	1914	CO	62	N29129	214	181	4	6	IAH	EWR	1400	11	22	0		0
2011	4	30	6	553	1020	CO	89	N76269	207	181	0	-7	IAH	EWR	1400	11	15	0		0
2011	4	30	6	1043	1517	CO	106	N67052	214	174	-4	-2	IAH	EWR	1400	13	27	0		0
2011	4	30	6	1426	1602	CO	137	N76156	216	191	7	6	IAH	LAX	1379	11	14	0		0
2011	4	30	6	1348	1558	CO	146	N37422	130	110	13	33	IAH	ORD	925	7	13	0		0
2011	4	30	6	1750	1921	CO	150	N12238	211	192	2	-5	IAH	ONT	1334	4	15	0		0
2011	4	30	6	1938	2255	CO	190	N77518	137	116	-11	-2	IAH	MIA	964	5	16	0		0
2011	4	30	6	1155	1326	CO	197	N76505	211	187	15	-1	IAH	LAS	1222	12	12	0		0
2011	4	30	6	734	908	CO	199	N76526	154	124	-6	4	IAH	DEN	862	5	25	0		0
2011	4	30	6	2130	2351	CO	209	N30401	261	243	-4	-5	IAH	PDX	1825	6	12	0		0
2011	4	30	6	1551	2014	CO	210	N13138	203	175	-16	1	IAH	EWR	1400	8	20	0		0
2011	4	30	6	1013	1523	CO	212	N37263	250	230	-7	-2	IAH	SJU	2007	6	14	0		0
2011	4	30	6	1311	1614	CO	214	N37437	123	102	0	-4	IAH	TPA	787	7	14	0		0
2011	4	30	6	911	956	CO	220	N37427	165	146	-3	1	IAH	PHX	1009	4	15	0		0
2011	4	30	6	1546	1918	CO	244	N36207	152	133	-12	-4	IAH	CLE	1091	7	12	0		0
2011	4	30	6	1543	1821	CO	246	N19623	158	112	11	13	IAH	ORD	925	27	19	0		0
2011	4	30	6	1139	1420	CO	267	N38257	281	258	15	4	IAH	SEA	1874	4	19	0		0
2011	4	30	6	1126	1335	CO	270	N38424	249	227	5	1	IAH	SFO	1635	8	14	0		0
2011	4	30	6	1557	1742	CO	275	N14242	165	123	25	7	IAH	DEN	862	6	36	0		0
2011	4	30	6	1212	1307	CO	279	N16617	55	40	2	-2	IAH	SAT	191	4	11	0		0
2011	4	30	6	748	1245	CO	282	N33266	237	201	10	3	IAH	BOS	1597	11	25	0		0
2011	4	30	6	2009	2116	CO	297	N57857	187	171	8	19	IAH	LAS	1222	7	9	0		0
2011	4	30	6	2114	2217	CO	299	N57864	123	106	0	19	IAH	DEN	862	6	11	0		0
2011	4	30	6	848	1111	CO	309	N31412	263	247	1	-2	IAH	PDX	1825	2	14	0		0
2011	4	30	6	1926	2345	CO	310	N87512	199	172	14	26	IAH	EWR	1400	6	21	0		0
2011	4	30	6	1434	1511	CO	320	N75433	157	139	1	9	IAH	PHX	1009	4	14	0		0
2011	4	30	6	1354	1454	CO	323	N73251	60	43	-4	-1	IAH	MSY	305	3	14	0		0
2011	4	30	6	1251	1654	CO	326	N75426	183	157	-1	1	IAH	BWI	1235	8	18	0		0
2011	4	30	6	748	1204	CO	332	N14230	196	181	-18	-2	IAH	LGA	1416	4	11	0		0
2011	4	30	6	843	1109	CO	346	N26215	146	126	-11	-2	IAH	ORD	925	12	8	0		0
2011	4	30	6	1056	1456	CO	358	N39726	180	152	5	-4	IAH	DCA	1208	3	25	0		0
2011	4	30	6	1455	1700	CO	370	N13248	245	226	29	30	IAH	SFO	1635	5	14	0		0
2011	4	30	6	1058	1602	CO	382	N24633	244	205	15	-4	IAH	BOS	1597	12	27	0		0
2011	4	30	6	1809	1937	CO	397	N77865	208	177	20	9	IAH	LAS	1222	7	24	0		0
2011	4	30	6	729	917	CO	403	N87507	228	195	30	4	IAH	SAN	1303	4	29	0		0
2011	4	30	6	745	1212	CO	408	N66051	207	181	-5	0	IAH	EWR	1400	7	19	0		0
2011	4	30	6	1131	1533	CO	409	N37274	182	161	8	-4	IAH	IAD	1190	5	16	0		0
2011	4	30	6	2109	121	CO	410	N75436	192	172	9	14	IAH	EWR	1400	5	15	0		0
2011	4	30	6	1655	2040	CO	412	N36247	165	148	-10	-5	IAH	IAD	1190	7	10	0		0
2011	4	30	6	1952	2051	CO	423	N32404	59	42	7	12	IAH	MSY	305	3	14	0		0
2011	4	30	6	1920	2329	CO	426	N16646	189	156	-7	-5	IAH	BWI	1235	7	26	0		0
2011	4	30	6	1045	1540	CO	432	N32626	235	195	12	-5	IAH	LGA	1416	10	30	0		0
2011	4	30	6	1946	2203	CO	444	N56859	137	117	13	31	IAH	ORD	925	6	14	0		0
2011	4	30	6	1255	1658	CO	458	N16732	183	156	6	0	IAH	DCA	1208	5	22	0		0
2011	4	30	6	2117	2347	CO	467	N73299	270	257	3	2	IAH	SEA	1874	3	10	0		0
2011	4	30	6	2013	2101	CO	479	N87527	48	36	-2	3	IAH	SAT	191	3	9	0		0
2011	4	30	6	1321	1810	CO	482	N37267	229	202	16	16	IAH	BOS	1597	10	17	0		0
2011	4	30	6	2054	2304	CO	489	N33292	250	234	0	-6	IAH	SJC	1609	4	12	0		0
2011	4	30	6	911	1041	CO	497	N57870	210	180	10	-4	IAH	LAS	1222	12	18	0		0
2011	4	30	6	1247	1419	CO	499	N56859	152	128	74	62	IAH	DEN	862	13	11	0		0
2011	4	30	6	849	1315	CO	510	N62631	206	183	-13	-1	IAH	EWR	1400	8	15	0		0
2011	4	30	6	2106	2219	CO	511	N37263	73	55	1	-4	IAH	MFE	316	5	13	0		0
2011	4	30	6	1729	1823	CO	520	N72405	174	152	12	-1	IAH	PHX	1009	5	17	0		0
2011	4	30	6	1554	2003	CO	526	N16617	189	156	2	-1	IAH	BWI	1235	7	26	0		0
2011	4	30	6	1317	1745	CO	532	N17244	208	183	0	7	IAH	LGA	1416	8	17	0		0
2011	4	30	6	949	1203	CO	542	N13624	194	172	-4	-6	IAH	SLC	1195	8	14	0		0
2011	4	30	6	742	1121	CO	544	N12225	159	135	-9	-3	IAH	CLE	1091	3	21	0		0
2011	4	30	6	1156	1430	CO	546	N87527	154	117	15	11	IAH	ORD	925	15	22	0		0
2011	4	30	6	1604	1955	CO	558	N26215	171	148	-4	4	IAH	DCA	1208	3	20	0		0
2011	4	30	6	919	1048	CO	559	N24729	209	190	-4	-1	IAH	SNA	1347	4	15	0		0
2011	4	30	6	1926	2156	CO	567	N11206	270	250	5	6	IAH	SEA	1874	4	16	0		0
2011	4	30	6	1810	2026	CO	570	N39415	256	224	20	15	IAH	SFO	1635	7	25	0		0
2011	4	30	6	1859	2345	CO	582	N37273	226	197	0	-1	IAH	BOS	1597	12	17	0		0
2011	4	30	6	743	1106	CO	586	N57852	143	124	6	-2	IAH	MCO	853	6	13	0		0
2011	4	30	6	2100	2218	CO	597	N77431	198	175	-10	-10	IAH	LAS	1222	12	11	0		0
2011	4	30	6	1449	1612	CO	599	N57863	143	114	30	34	IAH	DEN	862	12	17	0		0
2011	4	30	6	1554	1857	CO	606	N16234	123	99	16	14	IAH	TPA	787	8	16	0		0
2011	4	30	6	1907	2130	CO	616	N11641	143	125	-26	-3	IAH	MSP	1034	6	12	0		0
2011	4	30	6	1445	1549	CO	623	N58606	64	42	24	23	IAH	MSY	305	6	16	0		0
2011	4	30	6	714	1133	CO	626	N16642	199	172	5	-6	IAH	BWI	1235	6	21	0		0
2011	4	30	6	1556	2009	CO	632	N14237	193	168	-23	1	IAH	LGA	1416	5	20	0		0
2011	4	30	6	1908	2248	CO	644	N39416	160	140	18	13	IAH	CLE	1091	5	15	0		0
2011	4	30	6	1921	2321	CO	658	N76516	180	155	28	21	IAH	DCA	1208	5	20	0		0
2011	4	30	6	1810	2052	CO	667	N37419	282	257	57	40	IAH	SEA	1874	4	21	0		0
2011	4	30	6	1917	2115	CO	670	N76254	238	218	9	22	IAH	SFO	1635	7	13	0		0
2011	4	30	6	1806	2244	CO	682	N73251	218	193	29	36	IAH	BOS	1597	7	18	0		0
2011	4	30	6	1035	1351	CO	686	N75851	136	110	7	10	IAH	MCO	853	6	20	0		0
2011	4	30	6	1437	1603	CO	697	N36272	206	184	18	7	IAH	LAS	1222	6	16	0		0
2011	4	30	6	750	1104	CO	706	N27724	134	103	8	0	IAH	TPA	787	11	20	0		0
2011	4	30	6	1731	1951	CO	709	N34282	260	241	0	1	IAH	PDX	1825	3	16	0		0
2011	4	30	6	1129	1237	CO	723	N17620	68	45	-1	-6	IAH	MSY	305	6	17	0		0
2011	4	30	6	1902	2348	CO	732	N16642	226	187	21	7	IAH	LGA	1416	12	27	0		0
2011	4	30	6	1247	1406	CO	738	N73256	199	181	7	2	IAH	SAN	1303	3	15	0		0
2011	4	30	6	907	1029	CO	739	N72405	202	183	8	2	IAH	SAN	1303	3	16	0		0
2011	4	30	6	1228	1320	CO	741	N16709	52	32	2	-1	IAH	AUS	140	7	13	0		0
2011	4	30	6	1250	1629	CO	744	N76508	159	135	4	0	IAH	CLE	1091	4	20	0		0
2011	4	30	6	1433	1651	CO	746	N14214	138	112	-11	3	IAH	ORD	925	8	18	0		0
2011	4	30	6	2114	2331	CO	752	N16647	197	167	-2	-6	IAH	SLC	1195	6	24	0		0
2011	4	30	6	1909	2218	CO	755	N16632	129	94	-4	-6	IAH	ATL	689	10	25	0		0
2011	4	30	6	1647	1749	CO	763	N45440	62	45	-2	2	IAH	MSY	305	3	14	0		0
2011	4	30	6	1441	1707	CO	767	N36444	266	249	1	1	IAH	SEA	1874	4	13	0		0
2011	4	30	6	2110	2316	CO	770	N39418	246	218	9	10	IAH	SFO	1635	9	19	0		0
2011	4	30	6	725	1151	CO	776	N29717	206	173	9	0	IAH	PHL	1324	7	26	0		0
2011	4	30	6	1257	1612	CO	786	N57857	135	114	-3	-3	IAH	MCO	853	7	14	0		0
2011	4	30	6	1012	1358	CO	788	N14639	166	141	-10	-3	IAH	DTW	1076	9	16	0		0
2011	4	30	6	1530	1709	CO	795	N35271	219	198	5	0	IAH	LAX	1379	7	14	0		0
2011	4	30	6	859	1029	CO	799	N39416	150	119	1	0	IAH	DEN	862	7	24	0		0
2011	4	30	6	1310	1730	CO	810	N78017	200	181	-12	0	IAH	EWR	1400	5	14	0		0
2011	4	30	6	2116	2255	CO	815	N74856	219	194	12	6	IAH	LAX	1379	10	15	0		0
2011	4	30	6	2056	2142	CO	820	N78501	166	143	6	1	IAH	PHX	1009	6	17	0		0
2011	4	30	6	2118	2326	CO	877	N37290	128	112	-19	8	IAH	ORD	925	6	10	0		0
2011	4	30	6	920	1138	CO	1407	N78501	258	237	21	5	IAH	SJC	1609	3	18	0		0
2011	4	30	6	1524	1719	CO	1415	N76265	115	101	-10	-1	IAH	OMA	781	4	10	0		0
2011	4	30	6	1910	2250	CO	1417	N14639	160	140	-19	-5	IAH	PIT	1117	6	14	0		0
2011	4	30	6	1012	1311	CO	1420	N59630	119	90	-7	-3	IAH	ATL	689	11	18	0		0
2011	4	30	6	2105	2203	CO	1423	N75426	58	45	-8	-5	IAH	MSY	305	3	10	0		0
2011	4	30	6	1916	2054	CO	1427	N59630	98	62	16	1	IAH	TUL	429	8	28	0		0
2011	4	30	6	1409	1503	CO	1429	N19638	54	38	-7	-6	IAH	SAT	191	3	13	0		0
2011	4	30	6	1931	2024	CO	1441	N31412	53	30	10	6	IAH	AUS	140	4	19	0		0
2011	4	30	6	1533	1624	CO	1443	N11612	51	29	2	-7	IAH	AUS	140	3	19	0		0
2011	4	30	6	1026	1355	CO	1448	N16646	149	120	1	1	IAH	FLL	965	6	23	0		0
2011	4	30	6	928	1141	CO	1470	N17229	253	229	12	-7	IAH	RNO	1530	5	19	0		0
2011	4	30	6	1035	1219	CO	1476	N78506	224	200	12	0	IAH	LAX	1379	6	18	0		0
2011	4	30	6	2102	2156	CO	1479	N37409	54	39	-2	-3	IAH	SAT	191	2	13	0		0
2011	4	30	6	922	1119	CO	1495	N75853	237	199	30	2	IAH	LAX	1379	17	21	0		0
2011	4	30	6	1540	1705	CO	1497	N38403	205	182	0	-5	IAH	LAS	1222	9	14	0		0
2011	4	30	6	1853	2213	CO	1506	N17229	140	111	18	3	IAH	TPA	787	11	18	0		0
2011	4	30	6	1752	1937	CO	1511	N13750	225	197	11	-3	IAH	SNA	1347	6	22	0		0
2011	4	30	6	2103	2155	CO	1533	N75432	52	33	2	-2	IAH	AUS	140	5	14	0		0
2011	4	30	6	1611	1924	CO	1536	N75858	133	106	12	16	IAH	MCO	853	12	15	0		0
2011	4	30	6	1802	2220	CO	1540	N76526	198	173	-1	12	IAH	EWR	1400	6	19	0		0
2011	4	30	6	1428	1525	CO	1541	N76526	57	34	17	8	IAH	AUS	140	7	16	0		0
2011	4	30	6	1010	1347	CO	1544	N73259	157	137	-1	0	IAH	CLE	1091	6	14	0		0
2011	4	30	6	1321	1653	CO	1548	N39418	152	130	15	6	IAH	FLL	965	4	18	0		0
2011	4	30	6	1308	1622	CO	1562	N35407	134	105	13	3	IAH	RSW	861	4	25	0		0
2011	4	30	6	920	1017	CO	1583	N58606	57	30	0	-5	IAH	AUS	140	7	20	0		0
2011	4	30	6	1911	2232	CO	1586	N75435	141	111	26	21	IAH	MCO	853	9	21	0		0
2011	4	30	6	1458	1622	CO	1589	N76503	204	186	5	-2	IAH	SAN	1303	5	13	0		0
2011	4	30	6	729	1053	CO	1590	N14242	144	116	6	4	IAH	MIA	964	5	23	0		0
2011	4	30	6	2108	2238	CO	1597	N45440	210	192	-3	-7	IAH	ONT	1334	4	14	0		0
2011	4	30	6	1822	1913	CO	1603	N17245	51	30	11	7	IAH	AUS	140	5	16	0		0
2011	4	30	6	1146	1322	CO	1605	N74856	216	187	3	-4	IAH	LAX	1379	13	16	0		0
2011	4	30	6	1144	1238	CO	1620	N79402	174	149	12	4	IAH	PHX	1009	8	17	0		0
2011	4	30	6	2107	2305	CO	1644	N38424	238	218	-7	-8	IAH	SMF	1609	7	13	0		0
2011	4	30	6	1035	1251	CO	1646	N37419	136	113	1	15	IAH	ORD	925	7	16	0		0
2011	4	30	6	1545	1910	CO	1648	N33284	145	128	1	0	IAH	FLL	965	4	13	0		0
2011	4	30	6	1100	1412	CO	1656	N11641	132	101	-2	-5	IAH	TPA	787	6	25	0		0
2011	4	30	6	1914	2232	CO	1662	N37408	138	110	6	-1	IAH	RSW	861	6	22	0		0
2011	4	30	6	1609	2004	CO	1688	N14628	175	139	5	-1	IAH	DTW	1076	11	25	0		0
2011	4	30	6	1744	1904	CO	1689	N14230	200	180	4	4	IAH	SAN	1303	4	16	0		0
2011	4	30	6	1031	1409	CO	1690	N16648	158	121	1	-5	IAH	MIA	964	7	30	0		0
2011	4	30	6	1315	1502	CO	1695	N57439	227	201	14	0	IAH	LAX	1379	9	17	0		0
2011	4	30	6	721	836	CO	1697	N14237	195	170	-3	-4	IAH	LAS	1222	6	19	0		0
2011	4	30	6	1753	1916	CO	1705	N14629	83	58	5	-7	IAH	MFE	316	4	21	0		0
2011	4	30	6	921	1125	CO	1714	N30401	244	228	1	1	IAH	SMF	1609	6	10	0		0
2011	4	30	6	2111	2246	CO	1717	N77520	215	193	15	1	IAH	SAN	1303	6	16	0		0
2011	4	30	6	925	1101	CO	1723	N37413	216	195	10	-5	IAH	ONT	1334	4	17	0		0
2011	4	30	6	722	959	CO	1746	N29129	157	123	-1	-3	IAH	ORD	925	20	14	0		0
2011	4	30	6	1908	2225	CO	1748	N24211	137	119	-10	-2	IAH	FLL	965	6	12	0		0
2011	4	30	6	1605	1828	CO	1750	N77296	263	230	20	5	IAH	SFO	1635	9	24	0		0
2011	4	30	6	845	1237	CO	1753	N12238	172	156	-7	-5	IAH	DCA	1208	4	12	0		0
2011	4	30	6	914	1154	CO	1767	N37420	280	253	7	-1	IAH	SEA	1874	5	22	0		0
2011	4	30	6	1928	2343	CO	1776	N79402	195	174	16	18	IAH	PHL	1324	6	15	0		0
2011	4	30	6	1811	1910	CO	1779	N37413	59	37	1	-4	IAH	SAT	191	3	19	0		0
2011	4	30	6	1552	1712	CO	1787	N27610	80	36	8	-3	IAH	DFW	224	11	33	0		0
2011	4	30	6	1349	1723	CO	1790	N76529	154	134	12	8	IAH	MIA	964	7	13	0		0
2011	4	30	6	1806	1954	CO	1795	N19130	228	198	28	16	IAH	LAX	1379	10	20	0		0
2011	4	30	6	1450	1640	CO	1821	N23708	230	208	19	0	IAH	SNA	1347	4	18	0		0
2011	4	30	6	1951	2308	CO	1830	N37420	137	121	-7	1	IAH	PBI	956	4	12	0		0
